created_at,username,text,likes,retweets,hashtags
Thu Oct 17 16:49:04 +0000 2019,mauriciomacri,3. VAMOS A AUMENTAR LOS VUELOS INTERNOS SIN PASAR POR BUENOS AIRES. Para volar antes desde el interior era casi indispensable pasar por Buenos Aires. En 4 años duplicamos los pasajeros que vuelan dentro del país sin pasar por la capital. Nuestro objetivo es duplicarlo de nuevo.,1114,471,[]
Thu Oct 17 16:49:04 +0000 2019,mauriciomacri,"También vamos a seguir transformando los accesos a los puertos y trabajando para que el Puerto de Buenos Aires sea el más moderno y competitivo de la región, para bajar los costos de todos los puertos argentinos y potenciar la hidrovía.",894,404,[]
Thu Oct 17 16:49:04 +0000 2019,mauriciomacri,2. VAMOS A MEJORAR LOS TRENES Y PUERTOS E IMPULSAR LAS ECONOMÍAS REGIONALES. Vamos a terminar la renovación integral del Belgrano Cargas y comenzar la del San Martín. La meta es triplicar la cantidad de toneladas transportadas en 2030.,952,429,[]
Thu Oct 17 16:49:03 +0000 2019,mauriciomacri,"Otra prioridad son las rutas seguras. Vamos a transformar 5.000 km en todo el país, que van a tener un tercer carril de sobrepaso y banquinas pavimentadas. También vamos a realizar obras en los principales cruces a Chile para aprovechar el potencial del turismo y el comercio.",950,404,[]
Thu Oct 17 16:49:03 +0000 2019,mauriciomacri,"1. VAMOS A TERMINAR CON LAS RUTAS PELIGROSAS DE DOBLE MANO. No habrá más rutas de alto tránsito de doble mano. Vamos a finalizar 1.600 kilómetros de autopistas que están en marcha y vamos a empezar otros 500 kilómetros, como la Ruta 38 en Tucumán y la Ruta 68 en Salta.",1168,533,[]
Thu Oct 17 16:49:02 +0000 2019,mauriciomacri,"MÁS AUTOPISTAS, METROBUSES, TRENES y AVIONES. Para viajar más seguros, crecer e impulsar el turismo necesitamos infraestructura de calidad. También vamos a hacer que transportar la producción sea más fácil y económico, para potenciar las economías regionales #PropuestasNuevaEtapa",8508,2649,[Hashtag(Text='PropuestasNuevaEtapa')]
Thu Oct 17 16:19:27 +0000 2019,mauriciomacri,https://t.co/1NnjYaUCmB,6892,2434,[]
Wed Oct 16 23:50:27 +0000 2019,mauriciomacri,Impresionante Carlos Paz! Gracias Córdoba!! https://t.co/KFto845Z0B,18870,5109,[]
Wed Oct 16 22:05:59 +0000 2019,mauriciomacri,En vivo desde Villa Carlos Paz: La Marcha del #SíSePuede https://t.co/mFbaohxBFj,8254,2817,[Hashtag(Text='SíSePuede')]
Wed Oct 16 21:23:21 +0000 2019,mauriciomacri,Este sábado vamos todos al Obelisco. ¿Desde dónde venís? https://t.co/Thh09Adi0T,14985,4618,[]
Wed Oct 16 20:19:20 +0000 2019,mauriciomacri,"Hoy me reuní con representantes de empresas tecnológicas de Río Cuarto para hablar sobre la Ley de Economía del Conocimiento, que generará más empleo, aumentará las exportaciones y va a incentivar el uso de nuevas tecnologías. https://t.co/rELb6LwBMg",3612,1095,[]
Wed Oct 16 16:11:27 +0000 2019,mauriciomacri,https://t.co/ZJbBzAS5DP,8544,3164,[]
Wed Oct 16 15:49:18 +0000 2019,mauriciomacri,"En estos años, llevamos adelante políticas para acompañar a los chicos desde sus primeros años. Estas propuestas buscan multiplicar su impacto y que lleguen a más niños y niñas, para asegurarnos que crezcan sanos y seguros junto a sus familias.",1495,504,[]
Wed Oct 16 15:49:17 +0000 2019,mauriciomacri,3. BENEFICIOS PARA EL CUIDADO DE NIÑOS EN EL HOGAR. La cobertura para gastos de guardería que reciben los trabajadores formales podrá ser utilizada en cuidadores o cuidadoras que trabajen en la casas de las familias.,1448,489,[]
Wed Oct 16 15:49:17 +0000 2019,mauriciomacri,Otra propuesta es crear una licencia por adopción de 75 días. Estos días podrán ser repartidos entre los adoptantes. También vamos a crear una licencia por tratamientos de reproducción asistida de 5 días para quienes decidan realizar estos procedimientos.,766,336,[]
Wed Oct 16 15:49:16 +0000 2019,mauriciomacri,"2. EXTENDER LAS LICENCIAS POR NACIMIENTO Y ADOPCIÓN. Las licencias por paternidad o persona no gestante pasarán a ser de 20 días. Además, los meses de licencia sin goce de sueldo van a poder dividirse entre la pareja, para promover la igualdad entre hombres y mujeres.",824,345,[]
Wed Oct 16 15:49:16 +0000 2019,mauriciomacri,"1. UN MILLÓN DE CHICOS EN PROGRAMAS DE PRIMERA INFANCIA. Vamos a crear más Espacios de Primera Infancia, que educan y estimulan a chicos de hasta 4 años. También vamos a fortalecer el Plan Primeros Años, que acompaña a las familias. Van a cubrir a 1 millón de chicos y chicas.",681,309,[]
Wed Oct 16 15:49:15 +0000 2019,mauriciomacri,MEDIDAS PARA CUIDAR A LOS CHICOS DESDE LOS PRIMEROS DÍAS. Queremos mejorar el cuidado de niños y niñas de menos de 4 años y que la crianza compartida sea más fácil. Por eso vamos a extender el alcance de los programas y crear beneficios para las familias #PropuestasNuevaEtapa,4683,1518,[Hashtag(Text='PropuestasNuevaEtapa')]
Wed Oct 16 12:54:02 +0000 2019,mauriciomacri,"Conocí a Marcelo Zlotogwiazda hace muchos años y desde entonces seguí su carrera periodística. Lamento mucho su muerte. Mis condolencias a su familia, colegas y amigos.",8273,1074,[]
Wed Oct 16 00:20:10 +0000 2019,mauriciomacri,"Salgo de despedir a mi amigo Cacho Castaña, que siempre nos hizo sentir bien a todos y supo disfrutar de la vida.",18040,2864,[]
Tue Oct 15 23:56:27 +0000 2019,mauriciomacri,Gracias Pergamino! https://t.co/tNeJMy72hs,9906,2630,[]
Tue Oct 15 21:45:22 +0000 2019,mauriciomacri,En vivo desde Pergamino: La Marcha del #SíSePuede https://t.co/i7mYfab5F2,8685,3128,[Hashtag(Text='SíSePuede')]
Tue Oct 15 21:00:31 +0000 2019,mauriciomacri,"Lamento mucho la muerte de Cacho Castaña. Como muchos otros argentinos, lo voy a recordar siempre con cariño. Un fuerte abrazo a su familia y amigos.",15062,2271,[]
Tue Oct 15 14:52:26 +0000 2019,mauriciomacri,Este jueves La Marcha llega a Reconquista y Sáenz Peña. Nos vemos ahí! #SíSePuede https://t.co/EiQnyIkYIm,3047,1193,[Hashtag(Text='SíSePuede')]
Tue Oct 15 13:51:41 +0000 2019,mauriciomacri,La droga envenena a nuestros jóvenes y pone en riesgo a las familias. Afecta especialmente a los barrios más pobres y hace a los chicos que la consumen una presa fácil para las mafias y el crimen organizado. Vamos a seguir trabajando por una Argentina sin narcotráfico.,3097,989,[]
Tue Oct 15 13:51:40 +0000 2019,mauriciomacri,"En estos 4 años incautamos 550 toneladas de droga y realizamos 80 mil detenciones, un récord nacional. Desbaratamos organizaciones criminales y capacitamos más a nuestros agentes. Mejoramos los controles fronterizos y devolvimos la autoridad del Estado en zonas tomadas por mafias",3017,920,[]
Tue Oct 15 13:51:40 +0000 2019,mauriciomacri,"Esto fue gracias a la colaboración entre fuerzas federales y fuerzas provinciales. Logramos reducir la venta de droga, impedir la consolidación de mafias y reducir la violencia y delitos. Son barrios más seguros y hay menos chicos que consumen.",867,375,[]
Tue Oct 15 13:51:40 +0000 2019,mauriciomacri,"TERMINAR CON LA DROGA EN LOS BARRIOS. Este año, lanzamos un programa para terminar con la venta de droga en localidades seleccionadas. En estas zonas, neutralizamos un 74% más de búnkeres de venta de droga. Por eso proponemos a llevarlo a todo el país. #PropuestasNuevaEtapa",7947,2670,[Hashtag(Text='PropuestasNuevaEtapa')]
Tue Oct 15 01:51:48 +0000 2019,mauriciomacri,Empieza una nueva etapa https://t.co/CpJfCoGXPq,21042,6373,[]
Mon Oct 14 22:46:44 +0000 2019,mauriciomacri,Qué emoción!! Gracias Paraná!! https://t.co/XnhBIPUV71,21855,5536,[]
Mon Oct 14 21:26:18 +0000 2019,mauriciomacri,En vivo desde Paraná: La Marcha del #SíSePuede https://t.co/eBvQamcr0b,9942,3416,[Hashtag(Text='SíSePuede')]
Mon Oct 14 17:28:23 +0000 2019,mauriciomacri,Hoy llega La Marcha a Paraná! https://t.co/k9oETUN1XZ,8150,2152,[]
Mon Oct 14 13:56:41 +0000 2019,mauriciomacri,"En estos cuatro años, sumamos a 2 millones de hogares a Internet, cuadruplicamos la velocidad y llevamos 4G al 93% de los argentinos. Ahora vamos a sumar a 3 millones de hogares más y seguir trabajando para que todos puedan aprovechar los beneficios de la revolución digital.",3839,1101,[]
Mon Oct 14 13:56:41 +0000 2019,mauriciomacri,"3. CIEN MIL BECAS PARA EL PRIMER EMPLEO DIGITAL. Vamos a trabajar con empresas para crear 100.000 becas para estudiar programación, marketing digital y big data. Son áreas con gran salida laboral: cada vez son más demandadas y una oportunidad para el talento de los argentinos",3906,1120,[]
Mon Oct 14 13:56:40 +0000 2019,mauriciomacri,"Nuestra meta será modernizar el 100% de los municipios. Queremos que los argentinos puedan hacer sus trámites por Internet y no tener que viajar largas distancias, faltar al trabajo o dejar de estudiar por el día. Tenemos que aprovechar esta oportunidad que nos ofrece Internet.",1262,483,[]
Mon Oct 14 13:56:40 +0000 2019,mauriciomacri,"2. MÁS HERRAMIENTAS PARA ACCEDER A INTERNET. Vamos a llegar a los 1.000 Puntos Digitales, donde se darán capacitaciones sobre cómo usar Internet, trabajar en oficios digitales y hacer trámites en línea. También vamos a entregar 400.000 tablets a adultos mayores.",935,378,[]
Mon Oct 14 13:56:39 +0000 2019,mauriciomacri,También vamos a seguir impulsando la conectividad de localidades rurales con créditos y financiamiento para desarrollar infraestructura de conectividad. Esto es clave para que el campo pueda aprovechar las últimas innovaciones tecnológicas.,865,341,[]
Mon Oct 14 13:56:39 +0000 2019,mauriciomacri,Otra medida que vamos a tomar para que Internet llegue a todo el país es asegurar que el Internet móvil llegue a 20.000 kilómetros más de rutas nacionales y provinciales. Es indispensable para los que viajan y para las empresas regionales que trabajan en logística y transporte.,961,395,[]
Mon Oct 14 13:56:38 +0000 2019,mauriciomacri,1. EXPANDIR LA RED DE FIBRA ÓPTICA A 500 LOCALIDADES MÁS. Vamos a desarrollar 5.000 km nuevos de la red de fibra óptica de ARSAT para llegar a más localidades pequeñas. Vamos a trabajar con las PyME locales para que llegue a los hogares y empresas.,984,406,[]
Mon Oct 14 13:56:35 +0000 2019,mauriciomacri,"LLEVAR INTERNET A TODOS LOS ARGENTINOS. Vamos a extender la red de fibra óptica, multiplicar las capacitaciones en habilidades digitales y lanzar becas en las carreras de futuro. Más y mejor Internet significa más oportunidades para todos. #PropuestasNuevaEtapa",11051,3086,[Hashtag(Text='PropuestasNuevaEtapa')]
Mon Oct 14 02:30:54 +0000 2019,mauriciomacri,"Tres años y medio es muy poco tiempo para enderezar décadas de políticas erróneas. Depende de nosotros. Yo estoy convencido de que podemos, que vale la pena, que este octubre histórico nos tiene que encontrar dando vuelta la historia para siempre. Los espero a todos. Gracias.",7840,2095,[]
Mon Oct 14 02:30:53 +0000 2019,mauriciomacri,"Hoy hemos modernizado la Argentina, hemos construido infraestructura para el futuro. Hemos mejorado la educación. Estamos dando una batalla dura contra el narcotráfico. Hemos vuelto al mundo. Si pudimos todo eso, cómo no vamos a poder arreglar la economía. #MacriPresidente",10564,2887,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 02:27:53 +0000 2019,mauriciomacri,#MacriPresidente https://t.co/uksFV7YzPM,37509,9287,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 02:09:04 +0000 2019,mauriciomacri,"""Con lo cual todo esto depende de nosotros. Sabemos que tenemos problemas, pero volver a traer los problemas del pasado no nos va a ayudar. Tenemos que confiar en nosotros mismos y en lo que hemos podido hacer. Hoy tenemos otra cultura del poder"" #MacriPresidente",8529,2556,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 02:08:50 +0000 2019,mauriciomacri,"""Lamentablemente hemos visto que volvió el dedito acusador, volvió el atril, volvió la canchereada. El kirchnerismo no cambió. Por más que se oculte, trate de mostrarnos algo distinto, es lo mismo."" #MacriPresidente",62087,18208,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:53:21 +0000 2019,mauriciomacri,"""Quiero hablar del PAMI. Cuando llegamos era un caos. Mal servicio a los afiliados, problemas con los prestadores y corrupción. Hoy hay una alta satisfacción de los afiliados con el servicio, 2 de cada 3 medicamentos son gratuitos y PAMI funciona en forma transparente""",15255,4579,[]
Mon Oct 14 01:49:38 +0000 2019,mauriciomacri,"""El Frente de Todos dice que le interesa la educación pero ocultaron todas las mediciones durante sus gobiernos."" #MacriPresidente",10805,3364,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:49:14 +0000 2019,mauriciomacri,"""Uno de los 5 presupuestos que más creció en nuestro gobierno es ciencia y tecnología. A la universidad le hemos dado aumento todos los años por arriba de la inflación, y el último año dimos el 93% de lo que pidieron, algo que nunca hizo el gobierno anterior."" #MacriPresidente",11311,3591,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:44:50 +0000 2019,mauriciomacri,"""Les llevamos Internet a 5 millones de alumnos y además pusimos Robótica y Programación desde jardín de infantes. Somos uno de los países en el mundo reconocido por UNESCO por haber hecho esto. Estamos dando las herramientas a los chicos para acceder a los trabajos del futuro""",4344,1331,[]
Mon Oct 14 01:44:50 +0000 2019,mauriciomacri,"""Emprendimos una revolución en la educación desde el primer día de gobierno. Para ello, teníamos que saber cuál era el punto de partida. Por eso lanzamos las pruebas Aprender, al principio resistidas pero hoy muy apoyadas."" #MacriPresidente",5889,1759,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:31:14 +0000 2019,mauriciomacri,"""La libertad es un valor que no se puede negociar. Espero que los argentinos entendamos lo que hemos conquistado y la cuidemos especialmente en esta elección."" #MacriPresidente",8697,2986,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:30:46 +0000 2019,mauriciomacri,"""Tenemos que apoyar a las Fuerzas de Seguridad en su tarea contra el crimen. He estado muy cerca de las víctimas de delitos y no puedo creer el nivel de abandono que tuvieron de parte del Estado en el pasado. Por suerte lo revertimos y ahora las cosas son muy distintas.""",7748,2451,[]
Mon Oct 14 01:30:05 +0000 2019,mauriciomacri,"""En el gobierno anterior, las víctimas de delito no tenían derecho. Ninguno. Nosotros tenemos claro que nuestra prioridad son las víctimas de delito y los ciudadanos, y estamos contra los delincuentes."" #MacriPresidente",7303,2457,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:26:35 +0000 2019,mauriciomacri,"""Aunque parezca increíble, en 2015 la Argentina y Cuba eran los únicos dos países en el continente sin un plan de igualdad. No nos quedamos solamente en las declaraciones. Nosotros lanzamos un plan nacional de igualdad"" #MacriPresidente",3466,1182,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:26:35 +0000 2019,mauriciomacri,"""Tenemos que reconocer que históricamente hay grupos que han sido relegados, que las cosas les han costado más. Es inaceptable que en siglo XXI haya desigualdades entre los varones y las mujeres. Estamos trabajando en eso desde el primer día y seguiremos trabajando.""",4999,1438,[]
Mon Oct 14 01:17:18 +0000 2019,mauriciomacri,"Siempre he cuidado la libertad y la seguiré cuidando porque creo en la libertad. No concibo una sociedad sin pluralidad de ideas ni de formas de vida, aunque sean distintas a las que uno cree. Siempre he gobernado para todos y siempre defenderé los derechos de todos.",15255,4515,[]
Mon Oct 14 01:05:49 +0000 2019,mauriciomacri,"""Me alegra y sorprende que el Frente de Todos hable de corrupción. También que Alberto Fernández diga que yo destruí la economía cuando hasta hace muy poco decía que la presidenta Kirchner la destruyó. Digamos la verdad. Lo mejor que podemos hacer es decir la verdad a la gente""",60623,17797,[]
Mon Oct 14 01:05:11 +0000 2019,mauriciomacri,"""Nuevamente escucho hablar del endeudamiento. Quiero que quede claro porque es importante. 2 de cada 3 pesos que tomamos de deuda fue para pagar deudas del gobierno anterior. El peso restante ha sido para pagar el déficit fiscal que hemos reducido"" #MacriPresidente",11605,4610,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:04:25 +0000 2019,mauriciomacri,"""Con esta bases y consenso estamos listos para entrar en una nueva etapa de crecimiento y alivio para la clase media"" #MacriPresidente",3127,1087,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:04:24 +0000 2019,mauriciomacri,"""Tenemos energía que antes no teníamos. Achicamos el déficit fiscal al 20%. Exportamos más de lo que importamos y comenzamos a bajar los impuestos. Me asusta escuchar cuando algunos dicen que hay que volver a aumentar"" #MacriPresidente",3986,1462,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 01:04:23 +0000 2019,mauriciomacri,"""Quiero decir que sé que el último año y medio la carga ha sido muy grande y que ha caído mayoritariamente sobre la clase media. El fin de mes ha sido angustiaste. Pero quiero decirles que el esfuerzo no fue en vano. Estamos en un punto de partida para empezar a crecer.""",6269,1806,[]
Mon Oct 14 01:02:32 +0000 2019,mauriciomacri,"""Hace 80 años estamos con una inflación promedio superior al 60%. De los últimos 100 años, 77 hemos tenido déficit en el Estado. La pobreza promedio de los últimos 30 años ha sido del 36%. No podemos seguir así, tenemos que cambiar, tenemos que ser creíbles""",11170,3559,[]
Mon Oct 14 00:35:39 +0000 2019,mauriciomacri,Hemos dado una batalla durísima con récord de incautación de droga y detenciones de narcotraficantes. Nosotros tenemos claro que defender la familia argentina es enfrentar al narcotráfico. Nos preocupan algunas definiciones que hemos encontrado en la oposición. #MacriPresidente,5345,1973,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 00:35:38 +0000 2019,mauriciomacri,"Cuando llegamos, habían roto las relaciones internacionales necesarias para combatir el narcotráfico. ¿Por qué? ¿Qué queríamos, que el narcotráfico avanzase en nuestro país?",8857,2769,[]
Mon Oct 14 00:32:59 +0000 2019,mauriciomacri,En esto no puede haber dobles discursos. O se está con la dictadura o se está con la democracia. La neutralidad es avalar la dictadura. #MacriPresidente,10430,3807,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 00:32:58 +0000 2019,mauriciomacri,"La ex presidenta Cristina Fernández de Kirchner condecoró con la Orden de San Martín al dictador Maduro, nosotros hemos reconocido al presidente Guaidó y hemos denunciado la violación de los derechos humanos en Venezuela",39484,12195,[]
Mon Oct 14 00:26:25 +0000 2019,mauriciomacri,"En 2015 cambiamos y restablecimos las relaciones con muchísimos países, independientemente de su ideología, y personalmente me dediqué a trabar una relación de confianza con los líderes del mundo, que nos permitió presidir el G20. #MacriPresidente",5055,1759,[Hashtag(Text='MacriPresidente')]
Mon Oct 14 00:26:24 +0000 2019,mauriciomacri,Cuando llegamos la Argentina era uno de los países más aislados del mundo. Tenía pocas relaciones y su socio estratégico era Venezuela.,11530,3337,[]
Mon Oct 14 00:11:35 +0000 2019,mauriciomacri,"Gracias al esfuerzo de los argentinos en estos años resolvimos problemas que arrastrábamos hace décadas, pero también sabemos que existen otros problemas igual de importantes que aún no resolvimos. Hoy estoy acá para pedirles que sigamos trabajando juntos. #MacriPresidente",24273,6438,[Hashtag(Text='MacriPresidente')]
Sun Oct 13 23:10:28 +0000 2019,mauriciomacri,El 19 en el Obelisco. Sí se puede! https://t.co/h338WocBjI,18678,5991,[]
Sun Oct 13 20:22:34 +0000 2019,mauriciomacri,Esta noche a las 9 es el debate presidencial. Acompañame con el hashtag #MacriPresidente https://t.co/aWQOb4JjX5,11853,4007,[Hashtag(Text='MacriPresidente')]
Sun Oct 13 00:12:10 +0000 2019,mauriciomacri,El próximo sábado 19 La Marcha del #SíSePuede vuelve a Buenos Aires. Todos los que creemos en el cambio vamos a encontrarnos en el Obelisco para expresarnos en paz. Te espero. Invitá a tu familia y amigos. https://t.co/DiDSkMCqyH,12594,4883,[Hashtag(Text='SíSePuede')]
Sat Oct 12 17:44:07 +0000 2019,mauriciomacri,"En estos 4 años, bajamos los impuestos e impulsamos las economías regionales. Alcanzamos grandes resultados: en la última campaña la cosecha alcanzó las 147 millones de toneladas, un récord histórico. Tenemos que seguir generando las condiciones para que el campo siga avanzando.",3024,1069,[]
Sat Oct 12 17:44:06 +0000 2019,mauriciomacri,"3. ELIMINAREMOS LAS RETENCIONES AL CAMPO. Desde enero de 2021, ninguna exportación del campo pagará retenciones. La única excepción será la soja, cuyas retenciones seguirán bajando progresivamente.",3539,1259,[]
Sat Oct 12 17:44:05 +0000 2019,mauriciomacri,"2. POLO AGROTECNOLÓGICO EN CASTELAR. Vamos a crear un centro de innovación que reúna a los técnicos del INTA y a las startups orientadas al desarrollo del agro, que se dedican a temas como la edición génica y la agricultura satelital. No podemos desaprovechar su potencial.",1182,535,[]
Sat Oct 12 17:44:04 +0000 2019,mauriciomacri,"La nueva ley nos va a abrir mercados nuevos para exportar más productos agroindustriales, incentivar a los científicos a seguir innovando en el desarrollo de semillas y modernizar todo el campo argentino. Es un punto de partida clave para mirar hacia el futuro del agro.",996,474,[]
Sat Oct 12 17:44:04 +0000 2019,mauriciomacri,"1. LEY DE SEMILLAS ACTUALIZADA. La Ley de Semillas, que determina cómo nuestros productores acceden a las semillas que usan para producir, es de 1973. Vamos a actualizarla para adaptarla a los desafíos de hoy y para acompañar los avances tecnológicos en el agro.",1171,552,[]
Sat Oct 12 17:44:03 +0000 2019,mauriciomacri,"MÁS TECNOLOGÍA, MÁS INNOVACIÓN Y MENOS IMPUESTOS PARA EL CAMPO. El campo es el 40% de nuestra economía y genera un tercio del trabajo de los argentinos. Queremos potenciarlo para que cree más empleo y oportunidades #PropuestasNuevaEtapa",7805,2777,[Hashtag(Text='PropuestasNuevaEtapa')]
Sat Oct 12 16:03:40 +0000 2019,mauriciomacri,https://t.co/97hDcsJOc2,9588,3660,[]
Sat Oct 12 13:09:34 +0000 2019,mauriciomacri,Triste por la noticia de la muerte del Pechi Quiroga. Estuvimos hace unos días juntos allá en Neuquén. Fue un gran dirigente político. Se lo va a extrañar. Mis condolencias a su familia y amigos en estos momentos tan difíciles.,10468,2297,[]
Sat Oct 12 01:27:24 +0000 2019,mauriciomacri,Todas las fechas y ciudades de La Marcha del #SíSePuede https://t.co/ELUgqmrxH2,11779,5146,[Hashtag(Text='SíSePuede')]
Fri Oct 11 22:01:55 +0000 2019,mauriciomacri,Mañana llega La Marcha a Olavarría. Nos vamos a encontrar en el Paseo Jesús Mendía a las 12:00. Avisale a tu familia y a tus amigos! Nos vemos ahí https://t.co/x0OBDwmwKf,5657,2401,[]
Fri Oct 11 15:30:33 +0000 2019,mauriciomacri,En estos años impulsamos reformas como la ley de financiamiento electoral y el debate presidencial obligatorio. También mejoramos el voto para argentinos en el exterior y eliminamos las listas colectoras. Estas dos propuestas buscan que nuestra democracia siga fortaleciéndose.,2655,859,[]
Fri Oct 11 15:30:32 +0000 2019,mauriciomacri,"2. ORGANIZACIÓN INDEPENDIENTE DE LAS ELECCIONES. En lo países con mayor institucionalidad, el Poder Ejecutivo no administra las elecciones, sino el Poder Judicial o un organismo autónomo. Esto garantiza que no beneficien a ningún partido. Tenemos que aplicar esto en nuestro país.",2731,860,[]
Fri Oct 11 15:30:32 +0000 2019,mauriciomacri,"En la boleta única, los ciudadanos pueden ver todas las opciones en las mismas condiciones. Simplifica el recuento y asegura las mismas oportunidades para todas las listas. Puede ser en papel o electrónica, lo mejor es que lo decida el Congreso.",1235,488,[]
Fri Oct 11 15:30:31 +0000 2019,mauriciomacri,"1. BOLETA ÚNICA. Hoy los fiscales tienen que constatar que las boletas no hayan sido robadas o adulteradas. Además, el recuento de los votos es un proceso engorroso y complicado. Hay que ir hacia una boleta única, que es más simple y garantiza las mismas condiciones para todos.",1487,671,[]
Fri Oct 11 15:30:30 +0000 2019,mauriciomacri,BOLETA ÚNICA Y ORGANIZACIÓN INDEPENDIENTE DE LAS ELECCIONES. Queremos sumar transparencia y fortalecer la confianza en las elecciones. Proponemos instaurar la boleta única y que la institución que organiza las elecciones sea autónoma del Ejecutivo #PropuestasNuevaEtapa,9318,3381,[Hashtag(Text='PropuestasNuevaEtapa')]
Fri Oct 11 14:49:36 +0000 2019,mauriciomacri,En vivo: 150° aniversario del Colegio Militar https://t.co/6IRBdeJr4V,2261,571,[]
